product_id,category_id,product_color,product_list_price,product_modified_date,product_name,product_sell_end_date,product_sell_start_date,product_sku,product_std_cost,product_weight,standard_cost
89e71f66-0e8e-4b0d-bdf2-c7c89747a83a,bb1ef92b-5f39-4dc2-91da-ff646966f915,Silver/Black,40.49,2008-03-11T10:01:36Z,LL Road Pedal,,2007-07-01T00:00:00Z,PD-R347,17.9776,189,17.9776
c3485097-96e8-4cf7-a831-f763a3649375,39e85c97-bad9-46a2-9e3a-b61ac8622515,Yellow,1003.91,2008-03-11T10:01:36Z,"HL Touring Frame - Yellow, 50",,2007-07-01T00:00:00Z,FR-T98Y-50,601.7437,1360.77,601.7437
8f7c5678-aad9-4f25-80df-4d2beb1531e2,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Silver,364.09,2008-03-11T10:01:36Z,"ML Mountain Frame-W - Silver, 46",,2007-07-01T00:00:00Z,FR-M63S-46,199.3757,1292.73,199.3757
57930a86-7cad-402c-be62-e8149bc7789b,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,248.385,2008-03-11T10:01:36Z,ML Road Front Wheel,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,FW-R762,110.2829,850,110.2829
8f80629d-9813-475f-aa7d-043be281a706,33f1d881-3a9c-41e1-8b95-d9a7b1ac6822,Red,34.99,2008-03-11T10:01:36Z,"Sport-100 Helmet, Red",,2005-07-01T00:00:00Z,HL-U509-R,13.0863,,13.0863
d23a38bd-86df-4ef0-8bf7-0b2e76d63776,7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,782.99,2008-03-11T10:01:36Z,"Road-650 Black, 52",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R50B-52,486.7066,8808.72,486.7066
20cdae87-b318-4902-a4f2-3ddf403440c6,fd015572-4805-49bc-af03-cd1df8ba3953,,175.49,2008-03-11T10:01:36Z,ML Fork,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,FK-5136,77.9176,,77.9176
44ec0ae9-e8bb-4698-b1b3-4d3418be241a,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,2319.99,2008-03-11T10:01:36Z,"Mountain-200 Silver, 42",,2006-07-01T00:00:00Z,BK-M68S-42,1265.6195,10781.83,1265.6195
660a8810-de33-4faf-b730-7b61e455e11e,3c497617-f094-4215-8bde-947b82499938,,24.99,2008-03-11T10:01:36Z,ML Road Tire,,2007-07-01T00:00:00Z,TI-R628,9.3463,,9.3463
d3fc9440-e5ee-4f79-bbe6-96805020f35d,e18e2a95-1526-4e41-80f7-0e797e2ac95c,,44.54,2008-03-11T10:01:36Z,LL Road Handlebars,,2006-07-01T00:00:00Z,HB-R504,19.7758,,19.7758
303a1a6d-a7d4-400a-8765-3cc1fbca64ca,40837bab-1194-4e85-9928-772acdf2f423,Black,337.22,2008-03-11T10:01:36Z,"LL Road Frame - Black, 48",,2005-07-01T00:00:00Z,FR-R38B-48,204.6251,1070.47,204.6251
459f11ef-f25e-47ad-a867-8cda1ebf77d4,7e2556cb-b04a-424d-9292-a6162cef2475,Silver,106.5,2008-03-11T10:01:36Z,Front Brakes,,2007-07-01T00:00:00Z,FB-9873,47.286,317,47.286
348dbfc3-a063-42d3-bac7-2baa36dc2b94,586bdab0-ccf5-4104-8251-2e231bda2886,Black,24.49,2008-03-11T10:01:36Z,"Half-Finger Gloves, M",,2006-07-01T00:00:00Z,GL-H102-M,9.1593,,9.1593
2ea17d2a-55f1-485e-93c5-f7a1187d8fda,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,300.215,2008-03-11T10:01:36Z,HL Mountain Front Wheel,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,FW-M928,133.2955,,133.2955
7b1c3dd5-f8c3-47cd-840f-32ac7fb16bbf,40837bab-1194-4e85-9928-772acdf2f423,Black,1431.5,2008-03-11T10:01:36Z,"HL Road Frame - Black, 48",,2006-07-01T00:00:00Z,FR-R92B-48,868.6342,979.75,868.6342
7ba23e1e-4d5d-4788-91a8-84c433a32804,252ac58d-8eca-41e6-bc69-93f73a957ddf,Blue,742.35,2008-03-11T10:01:36Z,"Touring-3000 Blue, 62",,2007-07-01T00:00:00Z,BK-T18U-62,461.4448,13607.7,461.4448
14c57bf5-5508-4396-bc4f-50a147ab264f,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Black,539.99,2008-03-11T10:01:36Z,"Mountain-500 Black, 52",,2007-07-01T00:00:00Z,BK-M18B-52,294.5797,13008.96,294.5797
2b128e84-2c6e-4cd3-a36e-317976b6cf99,bb1ef92b-5f39-4dc2-91da-ff646966f915,Silver/Black,80.99,2008-03-11T10:01:36Z,Touring Pedal,,2007-07-01T00:00:00Z,PD-T852,35.9596,,35.9596
ddacf8fd-3fe4-4277-908a-fec1e2a9ec61,252ac58d-8eca-41e6-bc69-93f73a957ddf,Yellow,742.35,2008-03-11T10:01:36Z,"Touring-3000 Yellow, 58",,2007-07-01T00:00:00Z,BK-T18Y-58,461.4448,13512.45,461.4448
3054103c-923f-4ff6-93c2-693141f7bd2d,39e85c97-bad9-46a2-9e3a-b61ac8622515,Blue,333.42,2008-03-11T10:01:36Z,"LL Touring Frame - Blue, 44",,2007-07-01T00:00:00Z,FR-T67U-44,199.8519,1369.84,199.8519
5a65d21d-0fff-4f0e-b20e-876d46a3c2db,40837bab-1194-4e85-9928-772acdf2f423,Yellow,594.83,2008-03-11T10:01:36Z,"ML Road Frame-W - Yellow, 48",,2006-07-01T00:00:00Z,FR-R72Y-48,360.9428,1061.4,360.9428
cde5103e-c186-4253-b4a7-cf0e9ddeb6d9,40837bab-1194-4e85-9928-772acdf2f423,Black,337.22,2008-03-11T10:01:36Z,"LL Road Frame - Black, 60",,2005-07-01T00:00:00Z,FR-R38B-60,204.6251,1124.9,204.6251
d4d0f4b3-f019-4ca1-8c2d-dfc71e06d9db,0c91f0d3-4bd0-4f84-94e0-b59f949e6e8e,White,9.5,2008-03-11T10:01:36Z,"Mountain Bike Socks, L",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,SO-B909-L,3.3963,,3.3963
5935cae6-00d6-4774-a924-514ac21a2ef5,586bdab0-ccf5-4104-8251-2e231bda2886,Black,24.49,2008-03-11T10:01:36Z,"Half-Finger Gloves, S",,2006-07-01T00:00:00Z,GL-H102-S,9.1593,,9.1593
9fad8446-4394-40d2-95c6-7f7891f8d5f2,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,245.01,2008-03-11T10:01:36Z,Touring Rear Wheel,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,RW-T905,108.7844,,108.7844
e558def3-c00d-4dd0-806c-a04008ffe5ce,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Silver,1364.5,2008-03-11T10:01:36Z,"HL Mountain Frame - Silver, 38",,2005-07-01T00:00:00Z,FR-M94S-38,747.2002,1215.62,747.2002
358e0d2c-3750-461d-8f56-8a13ac92d3f1,bb1ef92b-5f39-4dc2-91da-ff646966f915,Silver/Black,62.09,2008-03-11T10:01:36Z,ML Road Pedal,,2007-07-01T00:00:00Z,PD-R563,27.568,168,27.568
0b029697-0397-48cd-bc9c-60ebca90d675,9b96fc2e-b1ae-4916-85bb-9694ac3726b0,,124.73,2008-03-11T10:01:36Z,HL Headset,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,HS-3479,55.3801,,55.3801
0b58267e-9722-4b35-b8c6-bfacf4d72308,3c4e52ce-0ea4-40a3-82aa-886fb7ed61c0,Multi,89.99,2008-03-11T10:01:36Z,"Men's Bib-Shorts, M",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,SB-M891-M,37.1209,,37.1209
92997d7f-32b2-4642-975e-50bd135defc1,c94fd725-f7b3-43ec-b28d-346c364e147e,,39.14,2008-03-11T10:01:36Z,ML Touring Seat/Saddle,,2007-07-01T00:00:00Z,SE-T762,17.3782,,17.3782
6a228e11-0961-4dee-8e25-11c239a3fd86,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,2319.99,2008-03-11T10:01:36Z,"Mountain-200 Silver, 46",,2006-07-01T00:00:00Z,BK-M68S-46,1265.6195,10945.13,1265.6195
ab09cc97-0e10-421f-ad70-7d96c5a3feed,252ac58d-8eca-41e6-bc69-93f73a957ddf,Blue,742.35,2008-03-11T10:01:36Z,"Touring-3000 Blue, 54",,2007-07-01T00:00:00Z,BK-T18U-54,461.4448,13462.55,461.4448
f805b237-2488-4676-91aa-02f3075c8a52,252ac58d-8eca-41e6-bc69-93f73a957ddf,Yellow,2384.07,2008-03-11T10:01:36Z,"Touring-1000 Yellow, 60",,2007-07-01T00:00:00Z,BK-T79Y-60,1481.9379,11747.98,1481.9379
260f2710-8dff-4159-b42a-8c657f6c8d02,c94fd725-f7b3-43ec-b28d-346c364e147e,,27.12,2008-03-11T10:01:36Z,LL Touring Seat/Saddle,,2007-07-01T00:00:00Z,SE-T312,12.0413,,12.0413
23f86ed0-39dd-41ee-a9e6-eb41b8a93b44,9b96fc2e-b1ae-4916-85bb-9694ac3726b0,,102.29,2008-03-11T10:01:36Z,ML Headset,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,HS-2451,45.4168,,45.4168
391b8cfe-6c26-4664-a111-b3d7d221ece8,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,564.99,2008-03-11T10:01:36Z,"Mountain-500 Silver, 48",,2007-07-01T00:00:00Z,BK-M18S-48,308.2179,12891.03,308.2179
a711d6eb-20fe-4d63-b7e1-4e2122537d6d,7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,1120.49,2008-03-11T10:01:36Z,"Road-550-W Yellow, 38",,2006-07-01T00:00:00Z,BK-R64Y-38,713.0798,7869.79,713.0798
405f569d-299b-47b7-8580-a891d6da5905,f5d94496-fff0-4943-8e73-f10f35f44a5b,Blue,63.5,2008-03-11T10:01:36Z,"Classic Vest, L",,2007-07-01T00:00:00Z,VE-C304-L,23.749,,23.749
c198cbe7-6e9d-4918-a522-8db801f34f1f,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,782.99,2008-03-11T10:01:36Z,"Road-650 Red, 62",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R50R-62,486.7066,9071.8,486.7066
8429731b-031f-4eb4-81f8-cc755dafaacd,7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,539.99,2008-03-11T10:01:36Z,"Road-750 Black, 48",,2007-07-01T00:00:00Z,BK-R19B-48,343.6496,9130.77,343.6496
63b6ed96-aca6-4180-83a5-5f1f8bf831e2,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Black,1079.99,2008-03-11T10:01:36Z,"Mountain-300 Black, 44",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,BK-M47B-44,598.4354,11852.31,598.4354
8b31ab6f-3da5-4c36-82e6-b3174994f7e8,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,2443.35,2008-03-11T10:01:36Z,"Road-250 Red, 48",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,BK-R89R-48,1518.7864,6862.82,1518.7864
e354ebea-caa9-4db2-8123-bbdb18d50299,586bdab0-ccf5-4104-8251-2e231bda2886,Black,24.49,2008-03-11T10:01:36Z,"Half-Finger Gloves, L",,2006-07-01T00:00:00Z,GL-H102-L,9.1593,,9.1593
60516d02-15d9-43c7-8720-4765333d94cd,252ac58d-8eca-41e6-bc69-93f73a957ddf,Blue,742.35,2008-03-11T10:01:36Z,"Touring-3000 Blue, 58",,2007-07-01T00:00:00Z,BK-T18U-58,461.4448,13562.34,461.4448
4f0811cc-690a-442d-90da-39b859c21c95,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,564.99,2008-03-11T10:01:36Z,"Mountain-500 Silver, 52",,2007-07-01T00:00:00Z,BK-M18S-52,308.2179,13008.96,308.2179
c6608838-3d19-4c50-bdbe-48a9c2942304,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,3399.99,2008-03-11T10:01:36Z,"Mountain-100 Silver, 38",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-M82S-38,1912.1544,9230.56,1912.1544
42e0be17-d7b2-48a7-9ac9-e33207888cba,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,112.565,2008-03-11T10:01:36Z,LL Road Rear Wheel,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,RW-R623,49.9789,1050,49.9789
7e8d328d-41b3-4646-939b-1870352f7e3e,39e85c97-bad9-46a2-9e3a-b61ac8622515,Yellow,333.42,2008-03-11T10:01:36Z,"LL Touring Frame - Yellow, 58",,2007-07-01T00:00:00Z,FR-T67Y-58,199.8519,1433.34,199.8519
8ff7c3a6-3a61-401e-ad9d-c56c20acf796,39e85c97-bad9-46a2-9e3a-b61ac8622515,Yellow,1003.91,2008-03-11T10:01:36Z,"HL Touring Frame - Yellow, 46",,2007-07-01T00:00:00Z,FR-T98Y-46,601.7437,1342.63,601.7437
76d273ae-2ed7-4d12-abd4-e542db1ce877,40837bab-1194-4e85-9928-772acdf2f423,Red,1431.5,2008-03-11T10:01:36Z,"HL Road Frame - Red, 58",,2002-06-01T00:00:00Z,FR-R92R-58,1059.31,1016.04,1059.31
85d7c1b0-fc02-468e-92e3-391a1f2411e4,40837bab-1194-4e85-9928-772acdf2f423,Red,594.83,2008-03-11T10:01:36Z,"ML Road Frame - Red, 58",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,FR-R72R-58,352.1394,1070.47,352.1394
230c738a-73ff-4147-b038-1f2cb0520fb8,7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,2443.35,2008-03-11T10:01:36Z,"Road-250 Black, 48",,2006-07-01T00:00:00Z,BK-R89B-48,1554.9479,6862.82,1554.9479
52d3d208-a5a7-4b31-bc66-343c9187f121,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,236.025,2008-03-11T10:01:36Z,ML Mountain Rear Wheel,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,RW-M762,104.7951,,104.7951
aa78bc03-63db-4730-83df-1771cc48373d,252ac58d-8eca-41e6-bc69-93f73a957ddf,Yellow,2384.07,2008-03-11T10:01:36Z,"Touring-1000 Yellow, 54",,2007-07-01T00:00:00Z,BK-T79Y-54,1481.9379,11648.19,1481.9379
b9dcd774-b2fa-4f09-a016-c73d737bf0fb,d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,25,2023-08-18T06:53:05.281Z,Black Short: L,2023-08-17T03:07:00.852Z,2023-08-17T03:07:00.852Z,Short-B-S-01,22,0.25,
b22cbd2b-4bec-4087-9f4a-dff1958c0135,40837bab-1194-4e85-9928-772acdf2f423,Red,1431.5,2008-03-11T10:01:36Z,"HL Road Frame - Red, 44",,2005-07-01T00:00:00Z,FR-R92R-44,868.6342,961.61,868.6342
1220b54f-e33c-449d-b088-80b267433aae,7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,1120.49,2008-03-11T10:01:36Z,"Road-550-W Yellow, 44",,2006-07-01T00:00:00Z,BK-R64Y-44,713.0798,8355.13,713.0798
c5fd366a-b920-41a2-abb9-0248e831dc81,39e85c97-bad9-46a2-9e3a-b61ac8622515,Yellow,333.42,2008-03-11T10:01:36Z,"LL Touring Frame - Yellow, 50",,2007-07-01T00:00:00Z,FR-T67Y-50,199.8519,1406.13,199.8519
2c2636cf-4a49-4068-a4aa-16c60e1d9ecb,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Black,3374.99,2008-03-11T10:01:36Z,"Mountain-100 Black, 44",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-M82B-44,1898.0944,9584.36,1898.0944
f822a893-f90b-40fc-bd7a-6e801eda7b26,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,2443.35,2008-03-11T10:01:36Z,"Road-250 Red, 52",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,BK-R89R-52,1518.7864,6994.36,1518.7864
9638678d-8e0d-41f5-a9d4-a2f64fd6eff2,37a6fb30-05df-4111-8f85-61648262f1b1,Golden,21.24,2023-09-04T02:12:15.219Z,Golden Chain,2023-09-04T01:51:26.990Z,2023-09-04T01:51:26.990Z,CH-0235,9.9866,0,
592c2b14-1baa-4df7-9860-092cb0896f75,39e85c97-bad9-46a2-9e3a-b61ac8622515,Yellow,333.42,2008-03-11T10:01:36Z,"LL Touring Frame - Yellow, 44",,2007-07-01T00:00:00Z,FR-T67Y-44,199.8519,1369.84,199.8519
4253f462-e766-49a5-9129-659d0cb81e03,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Silver,264.05,2008-03-11T10:01:36Z,"LL Mountain Frame - Silver, 44",,2007-07-01T00:00:00Z,FR-M21S-44,144.5938,1342.63,144.5938
ffa02442-1a51-4d35-98b0-e3b4ec54a182,e18e2a95-1526-4e41-80f7-0e797e2ac95c,,46.09,2008-03-11T10:01:36Z,LL Touring Handlebars,,2007-07-01T00:00:00Z,HB-T721,20.464,,20.464
937ffdee-a3ee-4220-958d-e9d1e10da861,926179cd-73c2-4964-86e6-96326a05c578,,121.49,2008-03-11T10:01:36Z,HL Bottom Bracket,,2007-07-01T00:00:00Z,BB-9108,53.9416,170,53.9416
b4e84722-1c78-4041-8b55-1a5ee3f1e969,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,3578.27,2008-03-11T10:01:36Z,"Road-150 Red, 62",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R93R-62,2171.2942,6803.85,2171.2942
a95e9189-9fb9-45de-b4c3-632e30233508,c94fd725-f7b3-43ec-b28d-346c364e147e,,39.14,2008-03-11T10:01:36Z,ML Road Seat/Saddle,,2007-07-01T00:00:00Z,SE-R908,17.3782,,17.3782
a8a43e27-5916-4c88-ad74-6d0221184b9f,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,3578.27,2008-03-11T10:01:36Z,"Road-150 Red, 52",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R93R-52,2171.2942,6540.77,2171.2942
3cd05b33-e22b-46ca-b1b2-d92c449ff097,7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,782.99,2008-03-11T10:01:36Z,"Road-650 Black, 44",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R50B-44,486.7066,8513.88,486.7066
36f6a9cb-12e9-414d-aeb5-8bc3aca01c02,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,2443.35,2008-03-11T10:01:36Z,"Road-250 Red, 58",,2006-07-01T00:00:00Z,BK-R89R-58,1554.9479,7162.19,1554.9479
7fd1e9ba-e434-4e50-96a6-c4e4cbca1a93,252ac58d-8eca-41e6-bc69-93f73a957ddf,Blue,2384.07,2008-03-11T10:01:36Z,"Touring-1000 Blue, 46",,2007-07-01T00:00:00Z,BK-T79U-46,1481.9379,11398.72,1481.9379
