category_name,product_sku,product_name,category_id,product_color,product_id,product_list_price,product_std_cost,product_weight
Jerseys,SJ-0194-L,"Short-Sleeve Classic Jersey, L",c84905fa-ad60-4586-ab92-09f7daadd056,Yellow,653c68b7-ab2c-4e04-bfcd-d2b9842e9291,53.99,41.5723,
Jerseys,SJ-0194-M,"Short-Sleeve Classic Jersey, M",c84905fa-ad60-4586-ab92-09f7daadd056,Yellow,29047c1d-c2e4-4154-8b29-5b1368fe687e,53.99,41.5723,
Jerseys,SJ-0194-S,"Short-Sleeve Classic Jersey, S",c84905fa-ad60-4586-ab92-09f7daadd056,Yellow,2a856ccd-cd3c-459c-8987-8d1331dd3fea,53.99,41.5723,
Jerseys,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",c84905fa-ad60-4586-ab92-09f7daadd056,Yellow,7b69abad-f879-4de3-a9fc-87790374cabe,53.99,41.5723,
Fenders,FE-6654,Fender Set - Mountain,e4eedaa5-2144-4ff0-83d8-d26f0565bec1,,d176847e-8e07-420b-a65f-7573e2fce970,21.98,8.2205,
Tights,TG-W091-L,"Women's Tights, L",cbfeafa3-a8c9-44c9-b2a5-6b0566f38237,Black,7f5c0a97-ba6a-4898-9b65-61e774b13fdd,74.99,30.9334,
Tights,TG-W091-M,"Women's Tights, M",cbfeafa3-a8c9-44c9-b2a5-6b0566f38237,Black,206b23d7-e4b3-48ae-8934-df18388fa484,74.99,30.9334,
Tights,TG-W091-S,"Women's Tights, S",cbfeafa3-a8c9-44c9-b2a5-6b0566f38237,Black,2a01265a-abfb-4061-9dc4-06d948dbd88b,74.99,30.9334,
Panniers,PA-T100,"Touring-Panniers, Large",4d101d31-2848-4cd5-ab36-3374b9886897,Grey,20f37b1f-6f55-4877-8ba2-f357833ccf73,125,51.5625,
Brakes,FB-9873,Front Brakes,7e2556cb-b04a-424d-9292-a6162cef2475,Silver,459f11ef-f25e-47ad-a867-8cda1ebf77d4,106.5,47.286,317
Brakes,RB-9231,Rear Brakes,7e2556cb-b04a-424d-9292-a6162cef2475,Silver,86a10b3f-07d2-411c-82a2-3e13fb974add,106.5,47.286,317
Shorts,SH-M897-L,"Men's Sports Shorts, L",d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,323db8c4-1d52-4054-953e-59a172d70a47,59.99,24.7459,
Shorts,SH-M897-M,"Men's Sports Shorts, M",d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,60747b32-052d-48e8-b110-8f5fde0315de,59.99,24.7459,
Shorts,SH-M897-S,"Men's Sports Shorts, S",d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,0315ce1c-666c-4dcc-b0df-9a9db890ea65,59.99,24.7459,
Shorts,SH-M897-X,"Men's Sports Shorts, XL",d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,9faf19c2-2cc7-4ec6-aa0f-9c88a8be1a48,59.99,24.7459,
Shorts,SH-W890-L,"Women's Mountain Shorts, L",d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,29add16a-2aa9-412f-bb97-61179a0a1eb2,69.99,26.1763,
Shorts,SH-W890-M,"Women's Mountain Shorts, M",d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,3a8539b9-9bdd-4e4a-8a21-d5de0db6232b,69.99,26.1763,
Shorts,SH-W890-S,"Women's Mountain Shorts, S",d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,9c215aef-bfc0-4a18-a78d-5c547173df29,69.99,26.1763,
Derailleurs,FD-2342,Front Derailleur,f62f27e3-edbf-4459-b320-048246b70f0c,Silver,57f52bcd-cecc-4d26-bffa-cbaad28a2bb0,91.49,40.6216,88
Derailleurs,RD-2308,Rear Derailleur,f62f27e3-edbf-4459-b320-048246b70f0c,Silver,b72648df-b6d9-45a7-ab91-b1d4242ccd0a,121.46,53.9282,215
Socks,SO-B909-L,"Mountain Bike Socks, L",0c91f0d3-4bd0-4f84-94e0-b59f949e6e8e,White,d4d0f4b3-f019-4ca1-8c2d-dfc71e06d9db,9.5,3.3963,
Socks,SO-B909-M,"Mountain Bike Socks, M",0c91f0d3-4bd0-4f84-94e0-b59f949e6e8e,White,acba14b7-8beb-4d9a-9357-34d1d41da35e,9.5,3.3963,
Socks,SO-R809-L,"Racing Socks, L",0c91f0d3-4bd0-4f84-94e0-b59f949e6e8e,White,f80a1986-84d2-44d2-9272-6bc314d96869,8.99,3.3623,
Socks,SO-R809-M,"Racing Socks, M",0c91f0d3-4bd0-4f84-94e0-b59f949e6e8e,White,2187eb6c-caf8-4daf-a252-30da6fe30128,8.99,3.3623,
Road Bikes,BK-R19B-44,"Road-750 Black, 44",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,f21bb931-f5b0-4cb4-9181-79968b7bf2a3,539.99,343.6496,8967.47
Road Bikes,BK-R19B-48,"Road-750 Black, 48",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,8429731b-031f-4eb4-81f8-cc755dafaacd,539.99,343.6496,9130.77
Road Bikes,BK-R19B-52,"Road-750 Black, 52",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,bb32eaf8-02b5-4c1f-b9ae-e29f3ee52b60,539.99,343.6496,9262.31
Road Bikes,BK-R19B-58,"Road-750 Black, 58",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,81c5019e-69af-4214-9ab5-cca872dba975,539.99,343.6496,9430.14
Road Bikes,BK-R50B-44,"Road-650 Black, 44",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,3cd05b33-e22b-46ca-b1b2-d92c449ff097,782.99,486.7066,8513.88
Road Bikes,BK-R50B-48,"Road-650 Black, 48",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,33cb120d-236f-4bf0-8c20-34a5a9f6dc29,782.99,486.7066,8677.18
Road Bikes,BK-R50B-52,"Road-650 Black, 52",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,d23a38bd-86df-4ef0-8bf7-0b2e76d63776,782.99,486.7066,8808.72
Road Bikes,BK-R50B-58,"Road-650 Black, 58",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,a70710df-087d-4a0d-a48c-a2295578021a,782.99,486.7066,8976.55
Road Bikes,BK-R50B-60,"Road-650 Black, 60",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,b3876efe-e30a-4649-9a4d-351a6be8383f,782.99,486.7066,9026.44
Road Bikes,BK-R50B-62,"Road-650 Black, 62",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,64154f75-7207-4b64-8a2d-0971b46df42f,782.99,486.7066,9071.8
Road Bikes,BK-R50R-44,"Road-650 Red, 44",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,5accbebe-c0d7-4fe3-a642-11c996037ad3,782.99,486.7066,8513.88
Road Bikes,BK-R50R-48,"Road-650 Red, 48",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,5b17676a-9e25-4103-95f3-cedb3048a956,782.99,486.7066,8677.18
Road Bikes,BK-R50R-52,"Road-650 Red, 52",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,80a09805-2f1d-4e03-80f3-ee0e9e9a2fc9,782.99,486.7066,8808.72
Road Bikes,BK-R50R-58,"Road-650 Red, 58",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,3fb61f46-b667-4751-b3d9-2edc8c214d03,782.99,486.7066,8976.55
Road Bikes,BK-R50R-60,"Road-650 Red, 60",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,c2af992e-b50b-45f6-9a08-d015853b9cba,782.99,486.7066,9026.44
Road Bikes,BK-R50R-62,"Road-650 Red, 62",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,c198cbe7-6e9d-4918-a522-8db801f34f1f,782.99,486.7066,9071.8
Road Bikes,BK-R64Y-38,"Road-550-W Yellow, 38",7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,a711d6eb-20fe-4d63-b7e1-4e2122537d6d,1120.49,713.0798,7869.79
Road Bikes,BK-R64Y-40,"Road-550-W Yellow, 40",7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,039f28c7-bc24-4353-a695-a43f7bebeba1,1120.49,713.0798,8060.29
Road Bikes,BK-R64Y-42,"Road-550-W Yellow, 42",7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,5c7bfbc3-1d84-466f-8551-4d5cd07af041,1120.49,713.0798,8223.59
Road Bikes,BK-R64Y-44,"Road-550-W Yellow, 44",7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,1220b54f-e33c-449d-b088-80b267433aae,1120.49,713.0798,8355.13
Road Bikes,BK-R64Y-48,"Road-550-W Yellow, 48",7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,a1945b6e-1371-4554-9934-69a5b929e30c,1120.49,713.0798,8473.06
Road Bikes,BK-R68R-44,"Road-450 Red, 44",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,d38e4146-79b8-4a7f-9378-e5d9938d7f32,1457.99,884.7083,7606.7
Road Bikes,BK-R68R-48,"Road-450 Red, 48",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,86390134-381e-4342-a971-f5b78dbb199b,1457.99,884.7083,7770
Road Bikes,BK-R68R-52,"Road-450 Red, 52",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,666f1f2c-875e-4d8c-a5b3-7f2a5ac1736d,1457.99,884.7083,7901.54
Road Bikes,BK-R68R-58,"Road-450 Red, 58",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,149a2d42-b6b7-4c1a-8e35-62be0a7a6332,1457.99,884.7083,8069.37
Road Bikes,BK-R68R-60,"Road-450 Red, 60",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,c05ddb81-e555-4400-aa6d-7ba66c4be475,1457.99,884.7083,8119.26
Road Bikes,BK-R79Y-40,"Road-350-W Yellow, 40",7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,9a954eb9-b1cf-48c9-a17f-623fea963a11,1700.99,1082.51,6962.61
Road Bikes,BK-R79Y-42,"Road-350-W Yellow, 42",7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,2a66ff52-86e5-49c0-a461-49be0e25e069,1700.99,1082.51,7153.11
Road Bikes,BK-R79Y-44,"Road-350-W Yellow, 44",7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,fa606308-09d1-492d-a55a-a4cea4bbf806,1700.99,1082.51,7316.41
Road Bikes,BK-R79Y-48,"Road-350-W Yellow, 48",7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,45e61616-45ad-4f28-a801-d923be8f5496,1700.99,1082.51,7447.95
Road Bikes,BK-R89B-44,"Road-250 Black, 44",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,bb15cc0e-c791-48af-8cff-1c1698400b3d,2443.35,1554.9479,6699.52
Road Bikes,BK-R89B-48,"Road-250 Black, 48",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,230c738a-73ff-4147-b038-1f2cb0520fb8,2443.35,1554.9479,6862.82
Road Bikes,BK-R89B-52,"Road-250 Black, 52",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,d5e39ed2-d992-42aa-b47f-88a92d2ab96c,2443.35,1554.9479,6994.36
Road Bikes,BK-R89B-58,"Road-250 Black, 58",7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,c490f2d6-d9fb-4ee0-b465-a5a6c1fcc851,2443.35,1554.9479,7112.29
Road Bikes,BK-R89R-44,"Road-250 Red, 44",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,81eb8eb2-8705-4516-b882-4d3de291f0f0,2443.35,1518.7864,6699.52
Road Bikes,BK-R89R-48,"Road-250 Red, 48",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,8b31ab6f-3da5-4c36-82e6-b3174994f7e8,2443.35,1518.7864,6862.82
Road Bikes,BK-R89R-52,"Road-250 Red, 52",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,f822a893-f90b-40fc-bd7a-6e801eda7b26,2443.35,1518.7864,6994.36
Road Bikes,BK-R89R-58,"Road-250 Red, 58",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,36f6a9cb-12e9-414d-aeb5-8bc3aca01c02,2443.35,1554.9479,7162.19
Road Bikes,BK-R93R-44,"Road-150 Red, 44",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,d68d7f00-c4bf-40ee-b30c-c8b320fd86f0,3578.27,2171.2942,6245.93
Road Bikes,BK-R93R-48,"Road-150 Red, 48",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,c72fe2c4-42d2-4c75-b261-00bb98429b0f,3578.27,2171.2942,6409.23
Road Bikes,BK-R93R-52,"Road-150 Red, 52",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,a8a43e27-5916-4c88-ad74-6d0221184b9f,3578.27,2171.2942,6540.77
Road Bikes,BK-R93R-56,"Road-150 Red, 56",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,67c6ae5b-2785-4021-a85e-15ddf233446d,3578.27,2171.2942,6658.7
Road Bikes,BK-R93R-62,"Road-150 Red, 62",7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,b4e84722-1c78-4041-8b55-1a5ee3f1e969,3578.27,2171.2942,6803.85
Forks,FK-1639,LL Fork,fd015572-4805-49bc-af03-cd1df8ba3953,,fd6a1a5e-963d-4f19-bf08-f76359a70073,148.22,65.8097,
Forks,FK-5136,ML Fork,fd015572-4805-49bc-af03-cd1df8ba3953,,20cdae87-b318-4902-a4f2-3ddf403440c6,175.49,77.9176,
Forks,FK-9939,HL Fork,fd015572-4805-49bc-af03-cd1df8ba3953,,ae0e41c7-2daf-4b42-8289-f16120a8aac1,229.49,101.8936,
Wheels,FW-M423,LL Mountain Front Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,730b717c-ac33-4ae9-aace-87c4a06d260e,60.745,26.9708,
Wheels,FW-M762,ML Mountain Front Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,8db21dfd-8e64-465d-a89a-db2bd769591c,209.025,92.8071,
Wheels,FW-M928,HL Mountain Front Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,2ea17d2a-55f1-485e-93c5-f7a1187d8fda,300.215,133.2955,
Wheels,FW-R623,LL Road Front Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,863e6335-8e30-414e-af76-d7d8eb49ab90,85.565,37.9909,900
Wheels,FW-R762,ML Road Front Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,57930a86-7cad-402c-be62-e8149bc7789b,248.385,110.2829,850
Wheels,FW-R820,HL Road Front Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,9d98be1d-899f-43ea-9dfd-1e8e465dd45d,330.06,146.5466,650
Wheels,FW-T905,Touring Front Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,a9790be8-43a4-4ddb-aa0b-3f1252dc7fd8,218.01,96.7964,
Wheels,RW-M423,LL Mountain Rear Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,36bd8483-ed3f-44f1-a1dc-8787c1947526,87.745,38.9588,
Wheels,RW-M762,ML Mountain Rear Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,52d3d208-a5a7-4b31-bc66-343c9187f121,236.025,104.7951,
Wheels,RW-M928,HL Mountain Rear Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,2a33d821-88b3-49bf-8604-b0109e2231e8,327.215,145.2835,
Wheels,RW-R623,LL Road Rear Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,42e0be17-d7b2-48a7-9ac9-e33207888cba,112.565,49.9789,1050
Wheels,RW-R762,ML Road Rear Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,67dd0cf2-2de2-4e35-8108-dac52ebf378d,275.385,122.2709,1000
Wheels,RW-R820,HL Road Rear Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,d5cf8356-55d2-4b99-b05b-b036b6c1701f,357.06,158.5346,890
Wheels,RW-T905,Touring Rear Wheel,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,9fad8446-4394-40d2-95c6-7f7891f8d5f2,245.01,108.7844,
Cranksets,CS-4759,LL Crankset,78b31369-231b-48a6-b93e-9b365c56f38c,Black,0475a6a8-8241-4bc4-a2d9-1cfa54c962fd,175.49,77.9176,600
Cranksets,CS-6583,ML Crankset,78b31369-231b-48a6-b93e-9b365c56f38c,Black,0751479f-3a8b-470e-86ce-09f555f894dd,256.49,113.8816,635
Cranksets,CS-9183,HL Crankset,78b31369-231b-48a6-b93e-9b365c56f38c,Black,c3e80b18-a6e0-40f1-b4a2-10c12b9b901b,404.99,179.8156,575
